,country,year,sex,age,cases
24873,CD,1998,f,35-44,2716
7730,CD,1998,m,35-44,3578
27322,CD,1998,f,45-54,1295
10179,CD,1998,m,45-54,2002
29771,CD,1998,f,55-64,722
12628,CD,1998,m,55-64,997
32220,CD,1998,f,65+,272
15077,CD,1998,m,65+,518
17527,CD,1999,f,0-14,708
384,CD,1999,m,0-14,474
19976,CD,1999,f,15-24,4472
2833,CD,1999,m,15-24,4061
22425,CD,1999,f,25-34,4991
5282,CD,1999,m,25-34,5886
24874,CD,1999,f,35-44,3117
7731,CD,1999,m,35-44,4191
27323,CD,1999,f,45-54,1725
10180,CD,1999,m,45-54,2250
29772,CD,1999,f,55-64,836
12629,CD,1999,m,55-64,1279
32221,CD,1999,f,65+,305
15078,CD,1999,m,65+,626
17528,CD,2000,f,0-14,718
385,CD,2000,m,0-14,485
19977,CD,2000,f,15-24,4422
2834,CD,2000,m,15-24,4048
22426,CD,2000,f,25-34,5146
5283,CD,2000,m,25-34,5833
24875,CD,2000,f,35-44,3309
7732,CD,2000,m,35-44,4151
27324,CD,2000,f,45-54,1724
10181,CD,2000,m,45-54,2549
29773,CD,2000,f,55-64,855
12630,CD,2000,m,55-64,1295
32222,CD,2000,f,65+,351
15079,CD,2000,m,65+,602
17529,CD,2001,f,0-14,842
386,CD,2001,m,0-14,581
19978,CD,2001,f,15-24,4922
2835,CD,2001,m,15-24,4651
22427,CD,2001,f,25-34,5586
5284,CD,2001,m,25-34,6794
24876,CD,2001,f,35-44,3704
7733,CD,2001,m,35-44,4817
27325,CD,2001,f,45-54,2057
10182,CD,2001,m,45-54,2876
29774,CD,2001,f,55-64,1042
12631,CD,2001,m,55-64,1384
32223,CD,2001,f,65+,470
15080,CD,2001,m,65+,724
17530,CD,2002,f,0-14,874
387,CD,2002,m,0-14,649
19979,CD,2002,f,15-24,5378
2836,CD,2002,m,15-24,4965
22428,CD,2002,f,25-34,6230
5285,CD,2002,m,25-34,7414
24877,CD,2002,f,35-44,3939
7734,CD,2002,m,35-44,4994
27326,CD,2002,f,45-54,2262
10183,CD,2002,m,45-54,3065
29775,CD,2002,f,55-64,1055
12632,CD,2002,m,55-64,1388
32224,CD,2002,f,65+,476
15081,CD,2002,m,65+,791
17531,CD,2003,f,0-14,1233
388,CD,2003,m,0-14,854
19980,CD,2003,f,15-24,6630
2837,CD,2003,m,15-24,5885
22429,CD,2003,f,25-34,7711
5286,CD,2003,m,25-34,8427
24878,CD,2003,f,35-44,4826
7735,CD,2003,m,35-44,6193
27327,CD,2003,f,45-54,2866
10184,CD,2003,m,45-54,3776
29776,CD,2003,f,55-64,1457
12633,CD,2003,m,55-64,1836
32225,CD,2003,f,65+,592
15082,CD,2003,m,65+,1047
17532,CD,2004,f,0-14,1679
389,CD,2004,m,0-14,1195
19981,CD,2004,f,15-24,7630
2838,CD,2004,m,15-24,7007
22430,CD,2004,f,25-34,8540
5287,CD,2004,m,25-34,9467
24879,CD,2004,f,35-44,5529
7736,CD,2004,m,35-44,7114
27328,CD,2004,f,45-54,3413
10185,CD,2004,m,45-54,4442
29777,CD,2004,f,55-64,1850
12634,CD,2004,m,55-64,2376
32226,CD,2004,f,65+,721
15083,CD,2004,m,65+,1229
17533,CD,2005,f,0-14,1695
390,CD,2005,m,0-14,1321
19982,CD,2005,f,15-24,7570
2839,CD,2005,m,15-24,6675
22431,CD,2005,f,25-34,8501
5288,CD,2005,m,25-34,9808
24880,CD,2005,f,35-44,5832
7737,CD,2005,m,35-44,7577
27329,CD,2005,f,45-54,3898
10186,CD,2005,m,45-54,5022
29778,CD,2005,f,55-64,2054
12635,CD,2005,m,55-64,2637
32227,CD,2005,f,65+,951
15084,CD,2005,m,65+,1499
17534,CD,2006,f,0-14,1517
391,CD,2006,m,0-14,1122
19983,CD,2006,f,15-24,7236
2840,CD,2006,m,15-24,6391
22432,CD,2006,f,25-34,8522
5289,CD,2006,m,25-34,9486
24881,CD,2006,f,35-44,5621
7738,CD,2006,m,35-44,7321
27330,CD,2006,f,45-54,3762
10187,CD,2006,m,45-54,5011
29779,CD,2006,f,55-64,2019
12636,CD,2006,m,55-64,2657
32228,CD,2006,f,65+,975
15085,CD,2006,m,65+,1504
17535,CD,2007,f,0-14,1842
392,CD,2007,m,0-14,1343
19984,CD,2007,f,15-24,7130
2841,CD,2007,m,15-24,6485
22433,CD,2007,f,25-34,8415
5290,CD,2007,m,25-34,9548
24882,CD,2007,f,35-44,5939
7739,CD,2007,m,35-44,7925
27331,CD,2007,f,45-54,4127
10188,CD,2007,m,45-54,5341
29780,CD,2007,f,55-64,2352
12637,CD,2007,m,55-64,2801
32229,CD,2007,f,65+,1099
15086,CD,2007,m,65+,1752
17536,CD,2008,f,0-14,1828
393,CD,2008,m,0-14,1515
19985,CD,2008,f,15-24,7304
2842,CD,2008,m,15-24,6497
22434,CD,2008,f,25-34,8995
5291,CD,2008,m,25-34,9988
24883,CD,2008,f,35-44,6393
7740,CD,2008,m,35-44,8552
27332,CD,2008,f,45-54,4104
10189,CD,2008,m,45-54,5756
29781,CD,2008,f,55-64,2516
12638,CD,2008,m,55-64,3131
32230,CD,2008,f,65+,1212
15087,CD,2008,m,65+,1686
17537,CF,1995,f,0-14,39
394,CF,1995,m,0-14,38
19986,CF,1995,f,15-24,233
2843,CF,1995,m,15-24,162
22435,CF,1995,f,25-34,350
5292,CF,1995,m,25-34,356
24884,CF,1995,f,35-44,145
7741,CF,1995,m,35-44,206
27333,CF,1995,f,45-54,57
10190,CF,1995,m,45-54,120
29782,CF,1995,f,55-64,21
12639,CF,1995,m,55-64,40
32231,CF,1995,f,65+,9
15088,CF,1995,m,65+,18
17538,CF,1996,f,0-14,52
395,CF,1996,m,0-14,46
19987,CF,1996,f,15-24,273
2844,CF,1996,m,15-24,192
22436,CF,1996,f,25-34,346
5293,CF,1996,m,25-34,385
24885,CF,1996,f,35-44,177
7742,CF,1996,m,35-44,234
27334,CF,1996,f,45-54,62
10191,CF,1996,m,45-54,94
29783,CF,1996,f,55-64,45
12640,CF,1996,m,55-64,57
32232,CF,1996,f,65+,6
15089,CF,1996,m,65+,15
17539,CF,1997,f,0-14,53
396,CF,1997,m,0-14,54
19988,CF,1997,f,15-24,301
2845,CF,1997,m,15-24,211
22437,CF,1997,f,25-34,394
5294,CF,1997,m,25-34,403
24886,CF,1997,f,35-44,207
7743,CF,1997,m,35-44,282
27335,CF,1997,f,45-54,100
10192,CF,1997,m,45-54,144
29784,CF,1997,f,55-64,23
12641,CF,1997,m,55-64,65
32233,CF,1997,f,65+,10
15090,CF,1997,m,65+,26
17540,CF,1998,f,0-14,67
397,CF,1998,m,0-14,28
19989,CF,1998,f,15-24,353
2846,CF,1998,m,15-24,205
22438,CF,1998,f,25-34,476
5295,CF,1998,m,25-34,482
24887,CF,1998,f,35-44,217
7744,CF,1998,m,35-44,328
27336,CF,1998,f,45-54,115
10193,CF,1998,m,45-54,157
29785,CF,1998,f,55-64,61
12642,CF,1998,m,55-64,76
32234,CF,1998,f,65+,26
15091,CF,1998,m,65+,46
17541,CF,1999,f,0-14,72
398,CF,1999,m,0-14,28
19990,CF,1999,f,15-24,376
2847,CF,1999,m,15-24,224
22439,CF,1999,f,25-34,498
5296,CF,1999,m,25-34,529
24888,CF,1999,f,35-44,196
7745,CF,1999,m,35-44,367
27337,CF,1999,f,45-54,86
10194,CF,1999,m,45-54,123
29786,CF,1999,f,55-64,52
12643,CF,1999,m,55-64,67
32235,CF,1999,f,65+,42
15092,CF,1999,m,65+,65
17542,CF,2001,f,0-14,25
399,CF,2001,m,0-14,15
19991,CF,2001,f,15-24,179
2848,CF,2001,m,15-24,127
22440,CF,2001,f,25-34,236
5297,CF,2001,m,25-34,279
24889,CF,2001,f,35-44,123
7746,CF,2001,m,35-44,171
27338,CF,2001,f,45-54,64
10195,CF,2001,m,45-54,78
29787,CF,2001,f,55-64,23
12644,CF,2001,m,55-64,45
32236,CF,2001,f,65+,1
15093,CF,2001,m,65+,16
17543,CF,2002,f,0-14,66
400,CF,2002,m,0-14,76
19992,CF,2002,f,15-24,315
2849,CF,2002,m,15-24,264
22441,CF,2002,f,25-34,402
5298,CF,2002,m,25-34,462
24890,CF,2002,f,35-44,262
7747,CF,2002,m,35-44,414
27339,CF,2002,f,45-54,139
10196,CF,2002,m,45-54,154
29788,CF,2002,f,55-64,82
12645,CF,2002,m,55-64,82
32237,CF,2002,f,65+,18
15094,CF,2002,m,65+,22
17544,CF,2004,f,0-14,14
401,CF,2004,m,0-14,12
19993,CF,2004,f,15-24,60
2850,CF,2004,m,15-24,58
22442,CF,2004,f,25-34,430
5299,CF,2004,m,25-34,694
24891,CF,2004,f,35-44,559
7748,CF,2004,m,35-44,575
27340,CF,2004,f,45-54,181
10197,CF,2004,m,45-54,241
29789,CF,2004,f,55-64,46
12646,CF,2004,m,55-64,30
32238,CF,2004,f,65+,9
15095,CF,2004,m,65+,14
17545,CF,2005,f,0-14,30
402,CF,2005,m,0-14,29
19994,CF,2005,f,15-24,32
2851,CF,2005,m,15-24,40
22443,CF,2005,f,25-34,420
5300,CF,2005,m,25-34,1136
24892,CF,2005,f,35-44,145
7749,CF,2005,m,35-44,160
27341,CF,2005,f,45-54,30
10198,CF,2005,m,45-54,26
29790,CF,2005,f,55-64,40
12647,CF,2005,m,55-64,35
32239,CF,2005,f,65+,15
15096,CF,2005,m,65+,15
17546,CF,2006,f,0-14,52
403,CF,2006,m,0-14,48
19995,CF,2006,f,15-24,538
2852,CF,2006,m,15-24,409
22444,CF,2006,f,25-34,613
5301,CF,2006,m,25-34,770
24893,CF,2006,f,35-44,647
7750,CF,2006,m,35-44,923
27342,CF,2006,f,45-54,126
10199,CF,2006,m,45-54,152
29791,CF,2006,f,55-64,42
12648,CF,2006,m,55-64,83
32240,CF,2006,f,65+,16
15097,CF,2006,m,65+,30
17547,CF,2008,f,0-14,102
404,CF,2008,m,0-14,68
19996,CF,2008,f,15-24,481
2853,CF,2008,m,15-24,466
22445,CF,2008,f,25-34,673
5302,CF,2008,m,25-34,643
24894,CF,2008,f,35-44,378
7751,CF,2008,m,35-44,515
27343,CF,2008,f,45-54,196
10200,CF,2008,m,45-54,276
29792,CF,2008,f,55-64,136
12649,CF,2008,m,55-64,160
32241,CF,2008,f,65+,57
15098,CF,2008,m,65+,81
17548,CG,1995,f,0-14,17
405,CG,1995,m,0-14,16
19997,CG,1995,f,15-24,296
2854,CG,1995,m,15-24,265
22446,CG,1995,f,25-34,353
5303,CG,1995,m,25-34,409
24895,CG,1995,f,35-44,167
7752,CG,1995,m,35-44,221
27344,CG,1995,f,45-54,61
10201,CG,1995,m,45-54,73
29793,CG,1995,f,55-64,38
12650,CG,1995,m,55-64,44
32242,CG,1995,f,65+,11
15099,CG,1995,m,65+,15
17549,CG,1999,f,0-14,25
406,CG,1999,m,0-14,17
19998,CG,1999,f,15-24,297
2855,CG,1999,m,15-24,272
22447,CG,1999,f,25-34,348
5304,CG,1999,m,25-34,407
24896,CG,1999,f,35-44,143
7753,CG,1999,m,35-44,229
27345,CG,1999,f,45-54,83
10202,CG,1999,m,45-54,99
29794,CG,1999,f,55-64,24
12651,CG,1999,m,55-64,39
32243,CG,1999,f,65+,22
15100,CG,1999,m,65+,27
17550,CG,2001,f,0-14,53
407,CG,2001,m,0-14,31
19999,CG,2001,f,15-24,554
2856,CG,2001,m,15-24,557
22448,CG,2001,f,25-34,706
5305,CG,2001,m,25-34,756
24897,CG,2001,f,35-44,377
7754,CG,2001,m,35-44,437
27346,CG,2001,f,45-54,177
10203,CG,2001,m,45-54,174
29795,CG,2001,f,55-64,85
12652,CG,2001,m,55-64,85
32244,CG,2001,f,65+,107
15101,CG,2001,m,65+,65
17551,CG,2004,f,0-14,38
408,CG,2004,m,0-14,9
20000,CG,2004,f,15-24,310
2857,CG,2004,m,15-24,602
22449,CG,2004,f,25-34,800
5306,CG,2004,m,25-34,887
24898,CG,2004,f,35-44,373
7755,CG,2004,m,35-44,451
27347,CG,2004,f,45-54,156
10204,CG,2004,m,45-54,251
29796,CG,2004,f,55-64,88
12653,CG,2004,m,55-64,78
32245,CG,2004,f,65+,44
15102,CG,2004,m,65+,32
17552,CG,2006,f,0-14,44
409,CG,2006,m,0-14,32
20001,CG,2006,f,15-24,384
2858,CG,2006,m,15-24,371
22450,CG,2006,f,25-34,500
5307,CG,2006,m,25-34,656
24899,CG,2006,f,35-44,247
7756,CG,2006,m,35-44,392
27348,CG,2006,f,45-54,138
10205,CG,2006,m,45-54,174
29797,CG,2006,f,55-64,79
12654,CG,2006,m,55-64,69
32246,CG,2006,f,65+,54
15103,CG,2006,m,65+,51
17553,CG,2007,f,0-14,45
410,CG,2007,m,0-14,28
20002,CG,2007,f,15-24,411
2859,CG,2007,m,15-24,351
22451,CG,2007,f,25-34,608
5308,CG,2007,m,25-34,635
24900,CG,2007,f,35-44,334
7757,CG,2007,m,35-44,482
27349,CG,2007,f,45-54,153
10206,CG,2007,m,45-54,233
29798,CG,2007,f,55-64,71
12655,CG,2007,m,55-64,78
32247,CG,2007,f,65+,60
15104,CG,2007,m,65+,63
17554,CG,2008,f,0-14,56
411,CG,2008,m,0-14,31
20003,CG,2008,f,15-24,396
2860,CG,2008,m,15-24,417
22452,CG,2008,f,25-34,505
5309,CG,2008,m,25-34,606
24901,CG,2008,f,35-44,308
7758,CG,2008,m,35-44,469
27350,CG,2008,f,45-54,135
10207,CG,2008,m,45-54,195
29799,CG,2008,f,55-64,85
12656,CG,2008,m,55-64,68
32248,CG,2008,f,65+,51
15105,CG,2008,m,65+,49
17555,CH,1995,f,0-14,1
412,CH,1995,m,0-14,0
20004,CH,1995,f,15-24,13
2861,CH,1995,m,15-24,12
22453,CH,1995,f,25-34,20
5310,CH,1995,m,25-34,23
24902,CH,1995,f,35-44,9
7759,CH,1995,m,35-44,26
27351,CH,1995,f,45-54,1
10208,CH,1995,m,45-54,23
29800,CH,1995,f,55-64,2
12657,CH,1995,m,55-64,13
32249,CH,1995,f,65+,15
15106,CH,1995,m,65+,27
17556,CH,1996,f,0-14,0
413,CH,1996,m,0-14,1
20005,CH,1996,f,15-24,6
2862,CH,1996,m,15-24,12
22454,CH,1996,f,25-34,18
5311,CH,1996,m,25-34,28
24903,CH,1996,f,35-44,4
7760,CH,1996,m,35-44,27
27352,CH,1996,f,45-54,4
10209,CH,1996,m,45-54,17
29801,CH,1996,f,55-64,4
12658,CH,1996,m,55-64,17
32250,CH,1996,f,65+,12
15107,CH,1996,m,65+,22
17557,CH,1997,f,0-14,0
414,CH,1997,m,0-14,0
20006,CH,1997,f,15-24,14
2863,CH,1997,m,15-24,16
22455,CH,1997,f,25-34,14
5312,CH,1997,m,25-34,20
24904,CH,1997,f,35-44,6
7761,CH,1997,m,35-44,15
27353,CH,1997,f,45-54,2
10210,CH,1997,m,45-54,11
29802,CH,1997,f,55-64,2
12659,CH,1997,m,55-64,7
32251,CH,1997,f,65+,12
15108,CH,1997,m,65+,25
17558,CH,1998,f,0-14,1
415,CH,1998,m,0-14,0
20007,CH,1998,f,15-24,11
2864,CH,1998,m,15-24,15
22456,CH,1998,f,25-34,15
5313,CH,1998,m,25-34,30
24905,CH,1998,f,35-44,6
7762,CH,1998,m,35-44,26
27354,CH,1998,f,45-54,4
10211,CH,1998,m,45-54,12
29803,CH,1998,f,55-64,1
12660,CH,1998,m,55-64,10
32252,CH,1998,f,65+,11
15109,CH,1998,m,65+,23
17559,CH,1999,f,0-14,0
416,CH,1999,m,0-14,1
20008,CH,1999,f,15-24,5
2865,CH,1999,m,15-24,12
22457,CH,1999,f,25-34,16
5314,CH,1999,m,25-34,15
24906,CH,1999,f,35-44,7
7763,CH,1999,m,35-44,17
27355,CH,1999,f,45-54,0
10212,CH,1999,m,45-54,6
29804,CH,1999,f,55-64,2
12661,CH,1999,m,55-64,6
32253,CH,1999,f,65+,6
15110,CH,1999,m,65+,5
17560,CH,2000,f,0-14,1
417,CH,2000,m,0-14,0
20009,CH,2000,f,15-24,9
2866,CH,2000,m,15-24,5
22458,CH,2000,f,25-34,12
5315,CH,2000,m,25-34,18
24907,CH,2000,f,35-44,8
7764,CH,2000,m,35-44,10
27356,CH,2000,f,45-54,2
10213,CH,2000,m,45-54,7
29805,CH,2000,f,55-64,1
12662,CH,2000,m,55-64,5
32254,CH,2000,f,65+,6
15111,CH,2000,m,65+,8
17561,CH,2001,f,0-14,0
418,CH,2001,m,0-14,0
20010,CH,2001,f,15-24,3
2867,CH,2001,m,15-24,9
22459,CH,2001,f,25-34,9
5316,CH,2001,m,25-34,18
24908,CH,2001,f,35-44,3
7765,CH,2001,m,35-44,13
27357,CH,2001,f,45-54,3
10214,CH,2001,m,45-54,7
29806,CH,2001,f,55-64,1
12663,CH,2001,m,55-64,10
32255,CH,2001,f,65+,7
15112,CH,2001,m,65+,7
17562,CH,2002,f,0-14,0
419,CH,2002,m,0-14,0
20011,CH,2002,f,15-24,11
2868,CH,2002,m,15-24,9
22460,CH,2002,f,25-34,13
5317,CH,2002,m,25-34,16
24909,CH,2002,f,35-44,7
7766,CH,2002,m,35-44,11
27358,CH,2002,f,45-54,4
10215,CH,2002,m,45-54,16
29807,CH,2002,f,55-64,1
12664,CH,2002,m,55-64,5
32256,CH,2002,f,65+,6
15113,CH,2002,m,65+,8
17563,CH,2003,f,0-14,1
420,CH,2003,m,0-14,0
20012,CH,2003,f,15-24,10
2869,CH,2003,m,15-24,11
22461,CH,2003,f,25-34,10
5318,CH,2003,m,25-34,7
24910,CH,2003,f,35-44,4
7767,CH,2003,m,35-44,19
27359,CH,2003,f,45-54,0
10216,CH,2003,m,45-54,10
29808,CH,2003,f,55-64,3
12665,CH,2003,m,55-64,4
32257,CH,2003,f,65+,3
15114,CH,2003,m,65+,11
17564,CH,2004,f,0-14,0
421,CH,2004,m,0-14,0
20013,CH,2004,f,15-24,6
2870,CH,2004,m,15-24,10
22462,CH,2004,f,25-34,11
5319,CH,2004,m,25-34,14
24911,CH,2004,f,35-44,7
7768,CH,2004,m,35-44,8
27360,CH,2004,f,45-54,6
10217,CH,2004,m,45-54,11
29809,CH,2004,f,55-64,4
12666,CH,2004,m,55-64,6
32258,CH,2004,f,65+,5
15115,CH,2004,m,65+,11
17565,CH,2005,f,0-14,0
422,CH,2005,m,0-14,1
20014,CH,2005,f,15-24,6
2871,CH,2005,m,15-24,10
22463,CH,2005,f,25-34,11
5320,CH,2005,m,25-34,9
24912,CH,2005,f,35-44,8
7769,CH,2005,m,35-44,13
27361,CH,2005,f,45-54,3
10218,CH,2005,m,45-54,12
29810,CH,2005,f,55-64,2
12667,CH,2005,m,55-64,2
32259,CH,2005,f,65+,4
15116,CH,2005,m,65+,7
17566,CH,2006,f,0-14,1
423,CH,2006,m,0-14,1
20015,CH,2006,f,15-24,10
2872,CH,2006,m,15-24,11
22464,CH,2006,f,25-34,16
5321,CH,2006,m,25-34,15
24913,CH,2006,f,35-44,11
7770,CH,2006,m,35-44,11
27362,CH,2006,f,45-54,5
10219,CH,2006,m,45-54,8
29811,CH,2006,f,55-64,1
12668,CH,2006,m,55-64,7
32260,CH,2006,f,65+,2
15117,CH,2006,m,65+,12
17567,CH,2007,f,0-14,1
424,CH,2007,m,0-14,0
20016,CH,2007,f,15-24,9
2873,CH,2007,m,15-24,11
22465,CH,2007,f,25-34,17
5322,CH,2007,m,25-34,10
24914,CH,2007,f,35-44,3
7771,CH,2007,m,35-44,11
27363,CH,2007,f,45-54,0
10220,CH,2007,m,45-54,7
29812,CH,2007,f,55-64,3
12669,CH,2007,m,55-64,5
32261,CH,2007,f,65+,7
15118,CH,2007,m,65+,11
17568,CH,2008,f,0-14,1
425,CH,2008,m,0-14,0
20017,CH,2008,f,15-24,3
2874,CH,2008,m,15-24,8
22466,CH,2008,f,25-34,13
5323,CH,2008,m,25-34,13
24915,CH,2008,f,35-44,6
7772,CH,2008,m,35-44,5
27364,CH,2008,f,45-54,2
10221,CH,2008,m,45-54,4
29813,CH,2008,f,55-64,1
12670,CH,2008,m,55-64,3
32262,CH,2008,f,65+,1
15119,CH,2008,m,65+,4
17569,CI,1995,f,0-14,99
426,CI,1995,m,0-14,41
20018,CI,1995,f,15-24,810
2875,CI,1995,m,15-24,989
22467,CI,1995,f,25-34,813
5324,CI,1995,m,25-34,2092
24916,CI,1995,f,35-44,497
7773,CI,1995,m,35-44,1344
27365,CI,1995,f,45-54,273
10222,CI,1995,m,45-54,759
29814,CI,1995,f,55-64,105
12671,CI,1995,m,55-64,283
32263,CI,1995,f,65+,19
15120,CI,1995,m,65+,130
17570,CI,1996,f,0-14,139
427,CI,1996,m,0-14,118
20019,CI,1996,f,15-24,803
2876,CI,1996,m,15-24,903
22468,CI,1996,f,25-34,836
5325,CI,1996,m,25-34,1670
24917,CI,1996,f,35-44,409
7774,CI,1996,m,35-44,1107
27366,CI,1996,f,45-54,194
10223,CI,1996,m,45-54,535
29815,CI,1996,f,55-64,158
12672,CI,1996,m,55-64,262
32264,CI,1996,f,65+,75
15121,CI,1996,m,65+,178
17571,CI,1997,f,0-14,118
428,CI,1997,m,0-14,87
20020,CI,1997,f,15-24,955
2877,CI,1997,m,15-24,1140
22469,CI,1997,f,25-34,1123
5326,CI,1997,m,25-34,1850
24918,CI,1997,f,35-44,548
7775,CI,1997,m,35-44,1326
27367,CI,1997,f,45-54,291
10224,CI,1997,m,45-54,662
29816,CI,1997,f,55-64,184
12673,CI,1997,m,55-64,398
32265,CI,1997,f,65+,99
15122,CI,1997,m,65+,260
17572,CI,1998,f,0-14,104
429,CI,1998,m,0-14,72
20021,CI,1998,f,15-24,955
2878,CI,1998,m,15-24,1173
22470,CI,1998,f,25-34,1087
5327,CI,1998,m,25-34,1747
24919,CI,1998,f,35-44,703
7776,CI,1998,m,35-44,1471
27368,CI,1998,f,45-54,347
10225,CI,1998,m,45-54,795
29817,CI,1998,f,55-64,126
12674,CI,1998,m,55-64,433
32266,CI,1998,f,65+,105
15123,CI,1998,m,65+,273
17573,CI,1999,f,0-14,132
430,CI,1999,m,0-14,98
20022,CI,1999,f,15-24,1022
2879,CI,1999,m,15-24,1069
22471,CI,1999,f,25-34,1137
5328,CI,1999,m,25-34,1794
24920,CI,1999,f,35-44,644
7777,CI,1999,m,35-44,1240
27369,CI,1999,f,45-54,260
10226,CI,1999,m,45-54,629
29818,CI,1999,f,55-64,186
12675,CI,1999,m,55-64,378
32267,CI,1999,f,65+,112
15124,CI,1999,m,65+,251
17574,CI,2001,f,0-14,127
431,CI,2001,m,0-14,108
20023,CI,2001,f,15-24,1111
2880,CI,2001,m,15-24,1205
22472,CI,2001,f,25-34,1345
5329,CI,2001,m,25-34,1818
24921,CI,2001,f,35-44,735
7778,CI,2001,m,35-44,1378
27370,CI,2001,f,45-54,342
10227,CI,2001,m,45-54,686
29819,CI,2001,f,55-64,239
12676,CI,2001,m,55-64,393
32268,CI,2001,f,65+,112
15125,CI,2001,m,65+,302
17575,CI,2002,f,0-14,135
432,CI,2002,m,0-14,102
20024,CI,2002,f,15-24,1151
2881,CI,2002,m,15-24,1271
22473,CI,2002,f,25-34,1620
5330,CI,2002,m,25-34,2194
24922,CI,2002,f,35-44,827
7779,CI,2002,m,35-44,1490
27371,CI,2002,f,45-54,358
10228,CI,2002,m,45-54,833
29820,CI,2002,f,55-64,210
12677,CI,2002,m,55-64,385
32269,CI,2002,f,65+,142
15126,CI,2002,m,65+,307
17576,CI,2003,f,0-14,154
433,CI,2003,m,0-14,116
20025,CI,2003,f,15-24,1193
2882,CI,2003,m,15-24,1232
22474,CI,2003,f,25-34,1617
5331,CI,2003,m,25-34,2075
24923,CI,2003,f,35-44,878
7780,CI,2003,m,35-44,1517
27372,CI,2003,f,45-54,443
10229,CI,2003,m,45-54,818
29821,CI,2003,f,55-64,222
12678,CI,2003,m,55-64,416
32270,CI,2003,f,65+,151
15127,CI,2003,m,65+,366
17577,CI,2004,f,0-14,160
434,CI,2004,m,0-14,114
20026,CI,2004,f,15-24,1266
2883,CI,2004,m,15-24,1418
22475,CI,2004,f,25-34,1734
5332,CI,2004,m,25-34,2323
24924,CI,2004,f,35-44,916
7781,CI,2004,m,35-44,1530
27373,CI,2004,f,45-54,472
10230,CI,2004,m,45-54,875
29822,CI,2004,f,55-64,273
12679,CI,2004,m,55-64,474
32271,CI,2004,f,65+,194
15128,CI,2004,m,65+,387
17578,CI,2005,f,0-14,193
435,CI,2005,m,0-14,128
20027,CI,2005,f,15-24,1280
2884,CI,2005,m,15-24,1346
22476,CI,2005,f,25-34,1756
5333,CI,2005,m,25-34,2449
24925,CI,2005,f,35-44,989
7782,CI,2005,m,35-44,1606
27374,CI,2005,f,45-54,528
10231,CI,2005,m,45-54,888
29823,CI,2005,f,55-64,232
12680,CI,2005,m,55-64,422
32272,CI,2005,f,65+,201
15129,CI,2005,m,65+,385
17579,CI,2006,f,0-14,191
436,CI,2006,m,0-14,171
20028,CI,2006,f,15-24,1327
2885,CI,2006,m,15-24,1467
22477,CI,2006,f,25-34,1776
5334,CI,2006,m,25-34,2476
24926,CI,2006,f,35-44,1069
7783,CI,2006,m,35-44,1614
27375,CI,2006,f,45-54,445
10232,CI,2006,m,45-54,915
29824,CI,2006,f,55-64,275
12681,CI,2006,m,55-64,564
32273,CI,2006,f,65+,209
15130,CI,2006,m,65+,368
17580,CI,2007,f,0-14,225
437,CI,2007,m,0-14,173
20029,CI,2007,f,15-24,1349
2886,CI,2007,m,15-24,1576
22478,CI,2007,f,25-34,1973
5335,CI,2007,m,25-34,2705
24927,CI,2007,f,35-44,1126
7784,CI,2007,m,35-44,1817
27376,CI,2007,f,45-54,596
10233,CI,2007,m,45-54,981
29825,CI,2007,f,55-64,354
12682,CI,2007,m,55-64,532
32274,CI,2007,f,65+,235
15131,CI,2007,m,65+,429
17581,CI,2008,f,0-14,277
438,CI,2008,m,0-14,261
20030,CI,2008,f,15-24,1477
2887,CI,2008,m,15-24,1764
22479,CI,2008,f,25-34,2085
5336,CI,2008,m,25-34,2944
24928,CI,2008,f,35-44,1171
7785,CI,2008,m,35-44,1842
27377,CI,2008,f,45-54,641
10234,CI,2008,m,45-54,1121
29826,CI,2008,f,55-64,326
12683,CI,2008,m,55-64,649
32275,CI,2008,f,65+,254
15132,CI,2008,m,65+,482
17582,CK,1980,f,0-14,0
439,CK,1980,m,0-14,0
20031,CK,1980,f,15-24,3
2888,CK,1980,m,15-24,2
22480,CK,1980,f,25-34,0
5337,CK,1980,m,25-34,0
24929,CK,1980,f,35-44,0
7786,CK,1980,m,35-44,1
27378,CK,1980,f,45-54,1
10235,CK,1980,m,45-54,1
29827,CK,1980,f,55-64,0
12684,CK,1980,m,55-64,0
32276,CK,1980,f,65+,0
15133,CK,1980,m,65+,0
17583,CK,1981,f,0-14,0
440,CK,1981,m,0-14,0
20032,CK,1981,f,15-24,0
2889,CK,1981,m,15-24,0
22481,CK,1981,f,25-34,0
5338,CK,1981,m,25-34,1
24930,CK,1981,f,35-44,0
7787,CK,1981,m,35-44,0
27379,CK,1981,f,45-54,0
10236,CK,1981,m,45-54,0
29828,CK,1981,f,55-64,1
12685,CK,1981,m,55-64,0
32277,CK,1981,f,65+,0
15134,CK,1981,m,65+,0
17584,CK,1982,f,0-14,0
441,CK,1982,m,0-14,0
20033,CK,1982,f,15-24,2
2890,CK,1982,m,15-24,0
22482,CK,1982,f,25-34,0
5339,CK,1982,m,25-34,0
24931,CK,1982,f,35-44,3
7788,CK,1982,m,35-44,1
27380,CK,1982,f,45-54,0
10237,CK,1982,m,45-54,2
29829,CK,1982,f,55-64,0
12686,CK,1982,m,55-64,3
32278,CK,1982,f,65+,0
15135,CK,1982,m,65+,1
17585,CK,1983,f,0-14,0
442,CK,1983,m,0-14,0
